datetime,microsec,label,impulses, pax,pay,paz,pzx,pzy,pzz,pmx,pmy,pmz, bax,bay,baz,bzx,bzy,bzz,bmx,bmy,bmz
Tue May 16 21:30:40 2023,112808,0,0,0.004944,-0.000122,0.939148, -0.276642,-0.343933,-0.306549, 0.062720,-0.000280,0.013580, -0.071960,-0.140747,1.020081, -9.308624,20.643463,2.803802, 0.291900,-0.070700,0.283080
Tue May 16 21:30:40 2023,166359,0,0,0.005005,-0.001526,0.936707, 0.314026,-0.717773,-0.299072, 0.061880,0.006580,0.011760, -0.075684,-0.138550,1.022522, -9.420776,20.292053,2.661743, 0.288400,-0.070840,0.295120
Tue May 16 21:30:40 2023,226054,0,0,0.008972,-0.002747,0.933594, 0.216827,-0.343933,-0.186920, 0.062160,-0.007280,0.010640, -0.068970,-0.144897,1.023193, -9.555359,20.172424,2.534637, 0.290220,-0.078540,0.296800
Tue May 16 21:30:40 2023,285804,0,0,-0.001892,0.000183,0.943726, 0.209351,-0.530853,-0.478516, 0.063560,-0.001260,0.014560, -0.063354,-0.148071,1.027832, -9.443207,20.269623,2.848663, 0.296380,-0.070840,0.297500
Tue May 16 21:30:40 2023,345625,0,0,-0.000854,-0.001648,0.940979, 0.142059,-0.485992,-0.553284, 0.064400,0.001960,0.012180, -0.069763,-0.147644,1.025085, -9.488068,20.718231,3.080444, 0.294700,-0.068740,0.296660
Tue May 16 21:30:40 2023,405357,0,0,0.003296,-0.000488,0.934143, 0.127106,-0.538330,-0.508423, 0.061740,-0.001960,0.010780, -0.071655,-0.146362,1.022278, -9.555359,20.538788,3.349609, 0.294000,-0.073780,0.292460
Tue May 16 21:30:40 2023,465107,0,0,0.004089,0.002808,0.942932, 0.508423,-0.426178,-0.321503, 0.063700,-0.005040,0.007420, -0.070007,-0.134277,1.024414, -9.555359,20.516357,2.915955, 0.293580,-0.072660,0.290080
Tue May 16 21:30:40 2023,512199,0,0,0.004517,-0.003662,0.932617, -0.314026,0.014954,-0.029907, 0.063700,-0.003500,0.005180, -0.070618,-0.139160,1.023926, -9.480591,20.703278,2.863617, 0.291620,-0.069860,0.298200
Tue May 16 21:30:40 2023,559274,0,0,0.005493,-0.003540,0.940002, -0.613098,-0.171967,-0.007477, 0.064400,-0.004340,0.011480, -0.071228,-0.147766,1.025330, -9.532928,20.770569,2.729034, 0.292880,-0.074760,0.295540
Tue May 16 21:30:40 2023,614910,0,0,0.002625,0.000000,0.932983, -0.291595,-0.231781,-0.336456, 0.068180,0.004200,0.000420, -0.069641,-0.146606,1.022522, -9.375916,20.471497,3.028107, 0.285880,-0.066220,0.295260
Tue May 16 21:30:40 2023,674708,0,0,-0.005066,0.001404,0.929810, 0.000000,-0.500946,-0.463562, 0.064120,-0.000700,0.008120, -0.066895,-0.145447,1.025085, -9.435730,20.239716,2.878571, 0.288820,-0.068740,0.292460
Tue May 16 21:30:40 2023,734472,0,0,-0.001770,0.000610,0.937134, 0.231781,-0.343933,-0.246735, 0.062860,-0.005880,0.004620, -0.067566,-0.141968,1.022888, -9.547882,20.464020,2.945862, 0.288260,-0.071400,0.294700
Tue May 16 21:30:40 2023,794225,0,0,0.006165,-0.001282,0.946533, -0.014954,0.142059,-0.448608, 0.064820,-0.001680,0.005040, -0.067688,-0.142395,1.022522, -9.585266,20.703278,2.960815, 0.288960,-0.074900,0.295680
Tue May 16 21:30:40 2023,853938,0,0,0.007507,-0.005798,0.945435, -0.157013,0.029907,-0.082245, 0.063280,0.001120,0.013720, -0.070923,-0.142456,1.023865, -9.555359,20.456543,3.140259, 0.290500,-0.073920,0.297920
Tue May 16 21:30:40 2023,913703,0,0,0.000549,0.001465,0.926758, -0.142059,-0.239258,-0.164490, 0.062720,-0.003500,0.000420, -0.072815,-0.138977,1.018250, -9.413300,20.478973,2.908478, 0.286860,-0.071960,0.300020
Tue May 16 21:30:40 2023,960787,0,0,0.001343,-0.002319,0.932922, -0.112152,-0.351410,-0.471039, 0.060340,-0.005880,0.009660, -0.072998,-0.143005,1.022217, -9.532928,20.404205,2.616882, 0.288540,-0.072660,0.298200
Tue May 16 21:30:41 2023,007846,0,0,0.001831,-0.008179,0.933472, -0.022430,-0.725250,-0.553284, 0.065380,-0.000140,0.007840, -0.071777,-0.150757,1.020569, -9.517975,20.179901,2.527161, 0.287420,-0.075040,0.294840
Tue May 16 21:30:41 2023,065693,0,0,-0.020569,-0.000061,0.923950, -0.037384,-0.284119,-0.321503, 0.068180,0.000840,0.012600, -0.064636,-0.150757,1.026733, -9.450684,20.067749,3.110352, 0.287420,-0.072100,0.295120
Tue May 16 21:30:41 2023,125742,0,0,-0.010864,0.010681,0.933228, 0.127106,0.276642,-0.478516, 0.066500,-0.000280,0.010500, -0.060425,-0.139038,1.026733, -9.555359,20.785522,4.059906, 0.290360,-0.070840,0.286580
Tue May 16 21:30:41 2023,185533,0,0,0.006775,0.006287,0.939270, -0.201874,-0.082245,-0.314026, 0.065800,-0.000980,0.006300, -0.070374,-0.132507,1.024170, -9.248810,21.039734,3.297272, 0.287700,-0.076580,0.288960
Tue May 16 21:30:41 2023,245273,0,0,0.015503,-0.005371,0.946716, -0.231781,-0.149536,-0.037384, 0.061880,-0.006020,0.009660, -0.076660,-0.137878,1.019836, -9.443207,20.882721,2.579498, 0.292180,-0.075040,0.283920
Tue May 16 21:30:41 2023,304781,0,0,0.003906,-0.005310,0.942993, 0.142059,-0.560760,-0.014954, 0.068600,-0.003920,0.008680, -0.068237,-0.140808,1.020996, -9.495544,20.105133,2.340240, 0.294840,-0.078540,0.291060
Tue May 16 21:30:41 2023,364269,0,0,-0.003052,-0.001831,0.944885, -0.097198,-1.188812,-0.343933, 0.063280,-0.000980,0.002380, -0.062439,-0.147339,1.026978, -9.480591,19.925690,2.153320, 0.293020,-0.075180,0.292460
Tue May 16 21:30:41 2023,411330,0,0,-0.013062,0.004761,0.927551, 0.097198,-0.770111,-0.074768, 0.064820,0.000560,0.009240, -0.062805,-0.150146,1.026001, -9.503021,20.172424,2.325287, 0.294000,-0.073360,0.290640
Tue May 16 21:30:41 2023,458392,0,0,-0.002380,-0.004944,0.941589, 0.179443,-0.246735,-0.052338, 0.058100,-0.003780,0.008120, -0.067505,-0.144226,1.024536, -9.510498,20.628510,3.132782, 0.292460,-0.074200,0.285180
Tue May 16 21:30:41 2023,518286,0,0,-0.001343,-0.001404,0.937683, 0.426178,-0.456085,-0.164490, 0.063840,-0.001120,0.012040, -0.067932,-0.142639,1.023010, -9.674988,20.449066,2.736511, 0.287840,-0.077000,0.278320
Tue May 16 21:30:41 2023,577737,0,0,0.009399,0.001282,0.932678, 0.179443,-0.485992,-0.082245, 0.066640,0.003640,0.010360, -0.073303,-0.138550,1.023499, -9.375916,20.351868,2.534637, 0.294980,-0.076860,0.291060
Tue May 16 21:30:41 2023,637240,0,0,0.005310,-0.004211,0.945251, 0.157013,-0.657959,-0.029907, 0.067760,0.001960,0.005880, -0.068542,-0.141174,1.026917, -9.689941,20.434113,2.691650, 0.292460,-0.072800,0.291200
Tue May 16 21:30:41 2023,696753,0,0,-0.003662,0.000732,0.940369, -0.142059,-0.590668,-0.186920, 0.066640,-0.001260,0.008960, -0.068176,-0.143494,1.027100, -9.413300,20.344391,2.459869, 0.291060,-0.072660,0.292040
Tue May 16 21:30:41 2023,756267,0,0,-0.001282,-0.000732,0.940369, -0.186920,-0.568237,0.104675, 0.066220,0.002940,0.010360, -0.067261,-0.149109,1.025940, -9.779663,20.299530,2.400055, 0.290780,-0.071120,0.295260
Tue May 16 21:30:41 2023,815865,0,0,0.000916,-0.005493,0.936523, -0.134583,-0.336456,-0.134583, 0.064820,0.004480,0.009800, -0.065491,-0.150635,1.022461, -9.488068,20.419159,3.005676, 0.287560,-0.067200,0.289800
Tue May 16 21:30:41 2023,862922,0,0,-0.010132,0.000000,0.942566, -0.037384,-0.216827,-0.127106, 0.066780,0.000140,0.010500, -0.064880,-0.147583,1.025085, -9.346008,20.628510,3.484192, 0.290500,-0.070980,0.290500
Tue May 16 21:30:41 2023,909974,0,0,0.002686,0.000854,0.948669, 0.052338,0.403748,-0.044861, 0.064820,-0.000420,0.011060, -0.063721,-0.139709,1.024536, -9.562836,20.703278,3.529053, 0.295540,-0.077140,0.291340
Tue May 16 21:30:41 2023,969380,0,0,0.012146,-0.002136,0.952576, -0.059814,0.119629,-0.231781, 0.065240,-0.001260,0.018060, -0.075684,-0.133118,1.017029, -9.278717,20.770569,3.327179, 0.289240,-0.076300,0.292180
Tue May 16 21:30:42 2023,028860,0,0,0.013794,-0.002686,0.941101, -0.373840,-0.411224,-0.186920, 0.062020,-0.000280,0.010360, -0.080322,-0.132751,1.017273, -9.585266,20.434113,2.153320, 0.295400,-0.074900,0.290500
Tue May 16 21:30:42 2023,088481,0,0,-0.000916,-0.009338,0.940247, -0.299072,-0.852356,-0.171967, 0.066500,0.001120,0.007420, -0.065857,-0.151794,1.019348, -9.846954,19.626617,2.190704, 0.297360,-0.071540,0.294840
Tue May 16 21:30:42 2023,148316,0,0,-0.013245,-0.000916,0.929138, -0.620575,-1.069183,-0.463562, 0.060200,0.001680,0.010500, -0.062012,-0.155579,1.017456, -9.301147,19.925690,2.220612, 0.288260,-0.074060,0.286160
Tue May 16 21:30:42 2023,208518,0,0,-0.006592,0.008179,0.941162, 0.269165,-0.575714,-0.291595, 0.063280,-0.002520,0.012460, -0.064087,-0.142822,1.030884, -9.547882,20.262146,2.773895, 0.288120,-0.076160,0.275940
Tue May 16 21:30:42 2023,268251,0,0,0.001526,-0.003601,0.935120, 0.672913,-0.119629,-0.164490, 0.060060,0.002240,0.012880, -0.064087,-0.140259,1.020325, -9.428253,20.471497,3.207550, 0.289800,-0.070560,0.282940
Tue May 16 21:30:42 2023,315323,0,0,0.004456,0.002136,0.947083, 0.097198,0.127106,0.022430, 0.058100,-0.002520,0.010780, -0.070190,-0.148560,1.030273, -9.517975,20.718231,3.035583, 0.288680,-0.067620,0.283780
Tue May 16 21:30:42 2023,362384,0,0,-0.002014,-0.000427,0.925415, 0.314026,0.186920,-0.171967, 0.062440,0.002100,0.008680, -0.068848,-0.150696,1.026001, -9.570312,20.576172,3.252411, 0.292320,-0.073780,0.286020
Tue May 16 21:30:42 2023,421958,0,0,-0.000305,-0.009521,0.944763, 0.007477,-0.074768,-0.164490, 0.063560,0.000560,0.007000, -0.065735,-0.141663,1.020325, -9.188995,20.680847,3.334656, 0.294560,-0.076300,0.290080
Tue May 16 21:30:42 2023,481791,0,0,0.017456,0.002075,0.949524, -0.239258,-0.037384,-0.388794, 0.063840,-0.001260,0.012180, -0.072571,-0.131897,1.025635, -9.331055,20.598602,3.274841, 0.289380,-0.072240,0.279580
Tue May 16 21:30:42 2023,541518,0,0,0.011047,-0.005920,0.939331, -0.209351,0.044861,0.007477, 0.063560,0.004760,0.016380, -0.073059,-0.136047,1.020081, -9.712372,20.486450,2.624359, 0.289660,-0.071680,0.282520
Tue May 16 21:30:42 2023,601257,0,0,-0.001404,-0.003601,0.937622, -0.231781,-0.762634,0.209351, 0.066080,0.001120,0.009520, -0.067017,-0.148315,1.028198, -9.308624,20.232239,2.228088, 0.288260,-0.067760,0.286300
Tue May 16 21:30:42 2023,660989,0,0,-0.009888,-0.002014,0.931824, 0.194397,-0.590668,-0.299072, 0.068600,-0.004480,0.006860, -0.063293,-0.152283,1.026550, -9.615173,20.015411,2.841187, 0.289520,-0.069020,0.289380
Tue May 16 21:30:42 2023,720657,0,0,0.001709,0.001892,0.932129, 0.224304,-0.695343,-0.149536, 0.063420,-0.001540,0.007000, -0.064026,-0.141724,1.026245, -9.488068,20.202332,2.923431, 0.287140,-0.069160,0.282240
Tue May 16 21:30:42 2023,767729,0,0,0.003113,-0.001953,0.937500, 0.254211,-0.373840,-0.336456, 0.066360,0.001960,0.006580, -0.070740,-0.139282,1.024719, -9.420776,20.434113,3.185120, 0.293160,-0.072100,0.284900
Tue May 16 21:30:42 2023,814779,0,0,0.006104,0.001343,0.937805, 0.216827,-0.463562,-0.299072, 0.069020,-0.004760,0.010500, -0.070923,-0.140015,1.022583, -9.503021,20.523834,2.871094, 0.296380,-0.073500,0.284760
Tue May 16 21:30:42 2023,874471,0,0,-0.004761,-0.002319,0.933350, 0.291595,-0.680389,-0.523376, 0.067200,-0.004480,0.001260, -0.069031,-0.144287,1.021179, -9.615173,20.329437,2.654266, 0.290920,-0.078120,0.283500
Tue May 16 21:30:42 2023,934233,0,0,-0.005615,0.002075,0.926941, -0.014954,-0.493469,-0.231781, 0.064680,-0.000420,0.007000, -0.069153,-0.142639,1.024536, -9.615173,20.434113,2.998199, 0.294980,-0.078540,0.281400
Tue May 16 21:30:42 2023,993982,0,0,-0.005310,-0.001038,0.942810, -0.194397,-0.157013,0.052338, 0.069160,-0.004620,0.002520, -0.067993,-0.142273,1.022644, -9.540405,20.359344,3.013153, 0.295260,-0.075320,0.286720
Tue May 16 21:30:43 2023,053770,0,0,0.002869,0.001953,0.938232, -0.029907,-0.171967,-0.261688, 0.068040,0.001820,0.003080, -0.069519,-0.144714,1.022034, -9.353485,20.658417,2.811279, 0.295400,-0.075180,0.284060
Tue May 16 21:30:43 2023,113553,0,0,0.000671,-0.003723,0.945190, 0.134583,-0.269165,-0.343933, 0.068460,-0.003080,0.008260, -0.069031,-0.143921,1.021912, -9.577789,20.419159,2.624359, 0.294140,-0.074620,0.284480
Tue May 16 21:30:43 2023,173317,0,0,0.004028,0.002014,0.931213, 0.119629,-0.448608,-0.254211, 0.062580,0.002380,-0.000980, -0.065063,-0.144043,1.025696, -9.674988,20.314484,2.676697, 0.294140,-0.075320,0.286160
Tue May 16 21:30:43 2023,221911,0,0,-0.000061,0.000977,0.934692, 0.216827,-0.441132,-0.201874, 0.066500,-0.002940,0.005180, -0.066956,-0.141724,1.020325, -9.540405,20.553741,3.072968, 0.289100,-0.073080,0.282940
Tue May 16 21:30:43 2023,269513,0,0,-0.002014,0.001404,0.929871, -0.007477,-0.388794,-0.127106, 0.070000,-0.004760,0.006440, -0.066589,-0.139954,1.027649, -9.540405,20.523834,2.743988, 0.293020,-0.075040,0.277760
Tue May 16 21:30:43 2023,329344,0,0,-0.003479,0.000122,0.932373, -0.157013,-0.508423,-0.127106, 0.069440,0.000840,0.002940, -0.068176,-0.146973,1.025330, -9.405823,20.546265,2.871094, 0.293300,-0.074200,0.285180
Tue May 16 21:30:43 2023,388989,0,0,-0.001160,0.001282,0.931274, 0.067291,-0.485992,-0.261688, 0.067200,0.002800,0.013020, -0.067017,-0.146301,1.026550, -9.547882,20.568695,2.803802, 0.288540,-0.076020,0.281400
Tue May 16 21:30:43 2023,448548,0,0,0.022827,0.001099,0.942383, -0.022430,-0.583191,-0.119629, 0.064260,-0.003220,0.010640, -0.070862,-0.136963,1.023254, -9.390869,20.523834,2.631836, 0.289240,-0.072940,0.279580
Tue May 16 21:30:43 2023,508065,0,0,0.007385,-0.005310,0.938843, 0.000000,-0.560760,-0.052338, 0.067480,0.002660,0.007000, -0.069031,-0.143738,1.017700, -9.712372,20.224762,2.572021, 0.293860,-0.069300,0.280840
Tue May 16 21:30:43 2023,567584,0,0,0.001892,-0.001404,0.948486, -0.142059,-0.874786,-0.246735, 0.065380,0.000420,0.003920, -0.067078,-0.147766,1.025513, -9.323578,20.456543,2.684174, 0.296240,-0.070840,0.278600
Tue May 16 21:30:43 2023,627088,0,0,-0.004822,-0.000732,0.941040, 0.164490,-0.785065,-0.463562, 0.066080,-0.003080,0.001120, -0.065369,-0.145874,1.024963, -9.488068,20.202332,2.691650, 0.291060,-0.065100,0.275660
Tue May 16 21:30:43 2023,674260,0,0,-0.009460,0.003784,0.929871, 0.029907,-0.186920,-0.291595, 0.065800,-0.002100,0.001680, -0.067505,-0.147095,1.022339, -9.383392,20.493927,3.155212, 0.290080,-0.070280,0.284620
Tue May 16 21:30:43 2023,721422,0,0,0.003052,0.002686,0.933777, 0.014954,-0.179443,-0.067291, 0.065100,-0.002940,-0.000280, -0.069763,-0.140686,1.025452, -9.480591,20.822906,3.327179, 0.292180,-0.067620,0.288400
Tue May 16 21:30:43 2023,781193,0,0,0.005493,-0.004639,0.935852, 0.231781,-0.067291,-0.164490, 0.066780,0.001120,0.001120, -0.070251,-0.137451,1.019348, -9.532928,20.568695,3.207550, 0.294560,-0.071400,0.287980
Tue May 16 21:30:43 2023,840699,0,0,0.009766,-0.000610,0.941589, 0.508423,-0.471039,-0.201874, 0.071960,-0.000280,-0.004480, -0.071777,-0.139526,1.022888, -9.607697,20.501404,2.998199, 0.287280,-0.069300,0.283080
Tue May 16 21:30:43 2023,900279,0,0,0.002197,-0.003235,0.944580, 0.112152,-0.560760,-0.186920, 0.067340,-0.000560,-0.008120, -0.067505,-0.143005,1.023193, -9.555359,20.135040,2.467346, 0.291620,-0.064820,0.286860
Tue May 16 21:30:43 2023,959794,0,0,-0.007019,0.001282,0.931152, 0.014954,-0.224304,-0.186920, 0.063980,-0.004060,-0.005600, -0.066833,-0.146179,1.025574, -9.331055,20.830383,2.818756, 0.289800,-0.064820,0.279300
Tue May 16 21:30:44 2023,019469,0,0,0.000427,-0.002563,0.935608, -0.381317,-0.411224,-0.097198, 0.066920,-0.003220,0.004060, -0.070740,-0.149963,1.023071, -9.278717,20.516357,2.721558, 0.288540,-0.070840,0.286160
Tue May 16 21:30:44 2023,079058,0,0,-0.001709,-0.000061,0.929749, 0.029907,-0.142059,-0.239258, 0.065940,0.000560,0.010360, -0.067871,-0.144043,1.022400, -9.473114,20.419159,3.065491, 0.292180,-0.070420,0.280420
Tue May 16 21:30:44 2023,126213,0,0,0.002563,0.000977,0.943176, 0.396271,-0.441132,-0.448608, 0.066640,-0.004200,0.005320, -0.068542,-0.140381,1.019165, -9.645081,20.254669,2.766418, 0.291760,-0.071540,0.279160
Tue May 16 21:30:44 2023,173394,0,0,0.001526,-0.000854,0.935730, -0.022430,-0.366364,-0.186920, 0.068600,-0.004200,-0.000420, -0.068420,-0.144592,1.020874, -9.577789,20.217285,2.654266, 0.292460,-0.073360,0.283780
Tue May 16 21:30:44 2023,233174,0,0,0.004272,0.001343,0.941162, -0.127106,-0.523376,-0.239258, 0.068320,-0.004760,-0.000840, -0.070496,-0.144226,1.025391, -9.458160,20.538788,3.065491, 0.290640,-0.072240,0.288120
Tue May 16 21:30:44 2023,293288,0,0,0.002441,-0.004822,0.948181, -0.044861,-0.456085,-0.052338, 0.067760,-0.003920,0.005040, -0.067627,-0.144043,1.021973, -9.630127,20.262146,2.863617, 0.295400,-0.070280,0.278460
Tue May 16 21:30:44 2023,353031,0,0,-0.001038,0.000183,0.940125, -0.179443,-0.635529,-0.239258, 0.068880,0.002660,0.000280, -0.062256,-0.140381,1.026733, -9.375916,20.449066,2.699127, 0.294000,-0.068600,0.288680
Tue May 16 21:30:44 2023,412742,0,0,0.004761,0.001526,0.937927, -0.164490,-0.598145,-0.471039, 0.068740,-0.005740,0.006720, -0.070740,-0.142395,1.025269, -9.540405,20.299530,2.908478, 0.287000,-0.071120,0.279440
Tue May 16 21:30:44 2023,472535,0,0,-0.005676,0.000244,0.935059, 0.157013,-0.411224,-0.127106, 0.065800,-0.004200,0.007980, -0.068909,-0.144226,1.023926, -9.615173,20.478973,3.117828, 0.289800,-0.075600,0.291200
Tue May 16 21:30:44 2023,532111,0,0,-0.001831,0.001892,0.933289, -0.044861,-0.508423,0.007477, 0.065800,-0.001260,0.005460, -0.067200,-0.145447,1.024841, -9.473114,20.523834,2.953339, 0.285600,-0.071260,0.287000
Tue May 16 21:30:44 2023,579227,0,0,-0.004761,0.001282,0.944458, 0.231781,-0.157013,-0.059814, 0.067620,-0.003360,-0.001820, -0.066711,-0.143188,1.025696, -9.547882,20.464020,2.841187, 0.287420,-0.071960,0.290220
Tue May 16 21:30:44 2023,626289,0,0,-0.001587,0.000488,0.933350, 0.269165,-0.314026,-0.104675, 0.069580,0.000700,0.006020, -0.067688,-0.140808,1.020569, -9.734802,20.546265,3.058014, 0.287000,-0.068180,0.290920
Tue May 16 21:30:44 2023,685734,0,0,0.006958,-0.002808,0.943542, -0.171967,-0.351410,-0.014954, 0.066640,-0.004340,0.010220, -0.070374,-0.142944,1.025391, -9.383392,20.523834,2.527161, 0.289940,-0.065660,0.296240
Tue May 16 21:30:44 2023,745301,0,0,-0.007202,0.000549,0.941833, 0.052338,-0.314026,-0.022430, 0.070280,-0.002940,0.009800, -0.067871,-0.143188,1.024231, -9.420776,20.598602,2.841187, 0.285460,-0.070000,0.292600
Tue May 16 21:30:44 2023,804786,0,0,0.002502,-0.000244,0.941772, -0.097198,-0.538330,-0.149536, 0.066360,-0.002380,0.010360, -0.070068,-0.142517,1.023132, -9.420776,20.546265,3.087921, 0.290220,-0.070560,0.289380
Tue May 16 21:30:44 2023,864379,0,0,-0.000610,0.001404,0.932129, 0.044861,-0.575714,-0.231781, 0.070560,-0.003920,0.002520, -0.069336,-0.144043,1.021179, -9.398346,20.516357,2.826233, 0.289100,-0.075180,0.287420
Tue May 16 21:30:44 2023,923971,0,0,-0.000977,0.000916,0.937744, 0.119629,-0.276642,-0.231781, 0.068040,-0.004200,0.008260, -0.066406,-0.143555,1.025940, -9.331055,20.516357,2.893524, 0.291200,-0.068320,0.296240
Tue May 16 21:30:44 2023,983546,0,0,-0.001099,0.000244,0.946472, -0.119629,-0.373840,-0.216827, 0.067060,-0.002380,0.010500, -0.068176,-0.143250,1.022583, -9.712372,20.561218,2.901001, 0.288960,-0.066500,0.289100
Tue May 16 21:30:45 2023,030616,0,0,0.002197,-0.003174,0.955261, -0.142059,-0.463562,-0.142059, 0.070420,-0.004060,0.006720, -0.067261,-0.142578,1.025635, -9.488068,20.501404,2.938385, 0.294560,-0.072100,0.291060
Tue May 16 21:30:45 2023,077732,0,0,0.000427,-0.002075,0.937988, 0.254211,-0.605621,-0.104675, 0.067480,-0.011340,0.006020, -0.067993,-0.141724,1.023010, -9.540405,20.478973,2.721558, 0.291060,-0.072380,0.292320
Tue May 16 21:30:45 2023,137211,0,0,0.005859,-0.001648,0.942200, 0.082245,-0.500946,-0.396271, 0.065380,0.002100,0.005320, -0.069580,-0.142578,1.023621, -9.331055,20.411682,2.714081, 0.293020,-0.070000,0.294420
Tue May 16 21:30:45 2023,196812,0,0,0.003235,-0.001770,0.943176, 0.142059,-0.411224,-0.328979, 0.073220,-0.004060,0.002100, -0.068970,-0.143188,1.023743, -9.637604,20.359344,2.549591, 0.291200,-0.072380,0.291480
Tue May 16 21:30:45 2023,256372,0,0,0.000732,-0.000916,0.936584, 0.134583,-0.179443,-0.149536, 0.072660,-0.000980,0.005740, -0.067017,-0.143005,1.025146, -9.218903,20.396729,3.020630, 0.295540,-0.071260,0.286160
Tue May 16 21:30:45 2023,316015,0,0,-0.001160,0.001526,0.928711, -0.104675,-0.351410,-0.089722, 0.070000,0.004200,-0.008260, -0.067322,-0.142944,1.023621, -9.428253,20.426636,2.856140, 0.288960,-0.075880,0.290640
Tue May 16 21:30:45 2023,375724,0,0,-0.001709,0.000183,0.948181, 0.149536,-0.142059,-0.104675, 0.070840,0.000280,-0.002940, -0.069824,-0.142944,1.021973, -9.488068,20.613556,2.736511, 0.289240,-0.072100,0.291060
Tue May 16 21:30:45 2023,435398,0,0,-0.000427,0.002991,0.925110, 0.067291,-0.411224,-0.239258, 0.067480,-0.004480,0.000140, -0.065552,-0.143372,1.026733, -9.308624,20.426636,2.871094, 0.291200,-0.071400,0.290500
Tue May 16 21:30:45 2023,482516,0,0,-0.000671,0.000671,0.926880, -0.157013,-0.471039,-0.246735, 0.066920,0.002800,0.006720, -0.068787,-0.143860,1.020386, -9.338531,20.336914,2.901001, 0.292320,-0.069860,0.288960
Tue May 16 21:30:45 2023,529608,0,0,0.003845,-0.002502,0.945129, -0.149536,-0.485992,-0.321503, 0.066640,-0.002520,0.006860, -0.069641,-0.141052,1.020203, -9.749756,20.478973,2.669220, 0.293160,-0.069860,0.291060
Tue May 16 21:30:45 2023,588931,0,0,0.001038,0.001404,0.929443, 0.044861,-0.500946,-0.127106, 0.067200,-0.000140,0.005880, -0.068787,-0.142578,1.025146, -9.458160,20.441589,2.676697, 0.288540,-0.069440,0.295960
Tue May 16 21:30:45 2023,648508,0,0,-0.002258,-0.001099,0.936829, -0.112152,-0.149536,-0.022430, 0.067480,-0.004480,0.001820, -0.069397,-0.143127,1.025330, -9.413300,20.464020,2.953339, 0.287840,-0.071960,0.298200
Tue May 16 21:30:45 2023,708112,0,0,-0.001831,0.001953,0.936279, 0.044861,-0.299072,-0.396271, 0.068320,-0.003920,0.005040, -0.069763,-0.141602,1.024475, -9.360962,20.591125,3.043060, 0.289940,-0.071400,0.293440
Tue May 16 21:30:45 2023,768008,0,0,-0.003906,-0.000427,0.933289, 0.112152,-0.239258,-0.119629, 0.066080,-0.005460,0.010080, -0.067444,-0.141663,1.023621, -9.525452,20.628510,2.915955, 0.290080,-0.070840,0.291620
Tue May 16 21:30:45 2023,827976,0,0,0.000305,0.001099,0.940247, -0.029907,-0.403748,-0.201874, 0.069020,0.000140,0.008960, -0.067444,-0.141968,1.025574, -9.540405,20.389252,2.773895, 0.290080,-0.076860,0.287420
Tue May 16 21:30:45 2023,886601,0,0,-0.001709,0.001831,0.939758, -0.029907,-0.515900,-0.306549, 0.066920,-0.003920,0.000560, -0.066711,-0.142456,1.025757, -9.495544,20.329437,2.714081, 0.290640,-0.067620,0.294280
Tue May 16 21:30:45 2023,934017,0,0,-0.001160,-0.000610,0.931396, -0.104675,-0.463562,-0.291595, 0.065800,-0.006160,0.000140, -0.065735,-0.142334,1.025024, -9.555359,20.576172,2.601929, 0.290500,-0.068880,0.291060
Tue May 16 21:30:45 2023,981553,0,0,-0.001709,0.000366,0.935181, 0.044861,-0.441132,-0.448608, 0.064400,-0.004060,0.008120, -0.066895,-0.141785,1.025330, -9.458160,20.232239,2.706604, 0.287140,-0.070420,0.292880
Tue May 16 21:30:46 2023,041606,0,0,0.005127,-0.001587,0.945618, 0.007477,-0.336456,-0.171967, 0.068460,-0.003220,-0.006160, -0.070190,-0.143372,1.021606, -9.495544,20.426636,3.087921, 0.284340,-0.074620,0.290080
Tue May 16 21:30:46 2023,101605,0,0,0.004944,-0.005737,0.942261, 0.104675,-0.373840,-0.037384, 0.071260,-0.002940,0.006160, -0.066833,-0.141235,1.023132, -9.555359,20.561218,3.125305, 0.287560,-0.068880,0.295960
Tue May 16 21:30:46 2023,161460,0,0,0.002502,0.000244,0.942200, 0.254211,-0.366364,-0.142059, 0.068600,-0.003220,0.003640, -0.067749,-0.139587,1.019958, -9.405823,20.591125,3.072968, 0.285320,-0.068460,0.291760
Tue May 16 21:30:46 2023,221414,0,0,-0.004822,0.000732,0.930603, 0.097198,-0.471039,-0.119629, 0.068740,-0.006860,0.008960, -0.069641,-0.143066,1.023682, -9.592743,20.434113,2.998199, 0.287840,-0.070980,0.287700
Tue May 16 21:30:46 2023,281069,0,0,-0.005127,0.000427,0.936340, 0.067291,-0.463562,-0.328979, 0.072520,-0.005740,0.005740, -0.068359,-0.143921,1.022217, -9.532928,20.396729,2.796326, 0.287840,-0.076860,0.288960
Tue May 16 21:30:46 2023,335632,0,0,0.000916,0.000793,0.931946, -0.089722,-0.351410,-0.254211, 0.073220,-0.003220,0.008400, -0.071838,-0.140991,1.026367, -9.338531,20.464020,2.893524, 0.286720,-0.071400,0.290080
Tue May 16 21:30:46 2023,383346,0,0,0.004700,0.003357,0.929565, 0.261688,-0.456085,-0.149536, 0.064960,-0.008400,0.004900, -0.069092,-0.141541,1.021179, -9.458160,20.553741,2.377625, 0.287420,-0.076300,0.286300
